Paper ID,Problem ROR,Institution Name,Type,Ground Truth RORs,Predicted RORs
2311.01328,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Positive (wrongly predicted),"['https://ror.org/02kkvpp62', 'https://ror.org/0281dp749', 'https://ror.org/046ak2485']","['https://ror.org/02kkvpp62', 'https://ror.org/02aj13c28', 'https://ror.org/02ks3nr96', 'https://ror.org/00e73ws79', 'https://ror.org/040tqga17', 'https://ror.org/046ak2485', 'https://ror.org/01nrxwf90', 'https://ror.org/00qhm9960', 'https://ror.org/040wg7k59', 'https://ror.org/05591te55']"
2311.05796,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/01e41cf67', 'https://ror.org/0566a8c54']","['https://ror.org/01e41cf67', 'https://ror.org/03n4ayy20', 'https://ror.org/04tj63d06']"
2311.17003,https://ror.org/00hx57361,Princeton University,False Positive (wrongly predicted),['https://ror.org/04tsk2644'],"['https://ror.org/00sxj6k90', 'https://ror.org/00hx57361']"
2311.08133,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/00hx57361', 'https://ror.org/02t274463', 'https://ror.org/015m7wh34']","['https://ror.org/05cvd4x54', 'https://ror.org/01z1azz52', 'https://ror.org/027m9bs27', 'https://ror.org/00z54nq84', 'https://ror.org/046rm7j60', 'https://ror.org/02t274463', 'https://ror.org/015m7wh34', 'https://ror.org/00hx57361']"
2311.07682,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/042nb2s44', 'https://ror.org/0566a8c54']","['https://ror.org/0130frc33', 'https://ror.org/01hpqfn25', 'https://ror.org/02yyma482']"
2311.11519,https://ror.org/00jc20583,University of Colorado,False Negative (missed),"['https://ror.org/05f0yaq80', 'https://ror.org/0281dp749', 'https://ror.org/01k97gp34', 'https://ror.org/05gvnxz63', 'https://ror.org/026vcq606', 'https://ror.org/01js2sh04', 'https://ror.org/00jc20583', 'https://ror.org/04gyf1771', 'https://ror.org/04cvxnb49', 'https://ror.org/00f54p054', 'https://ror.org/03v4gjf40', 'https://ror.org/00g30e956', 'https://ror.org/012p63287', 'https://ror.org/03qryx823']","['https://ror.org/03eh3y714', 'https://ror.org/01k97gp34', 'https://ror.org/03v4gjf40', 'https://ror.org/049ebw417', 'https://ror.org/04zc7p361', 'https://ror.org/036nfer12', 'https://ror.org/03qryx823', 'https://ror.org/052d0h423', 'https://ror.org/05f0yaq80', 'https://ror.org/05ccm7722', 'https://ror.org/01wp2jz98', 'https://ror.org/05gvnxz63', 'https://ror.org/02br7py06', 'https://ror.org/01js2sh04', 'https://ror.org/01tm6cn81', 'https://ror.org/04gyf1771', 'https://ror.org/05gzmn429', 'https://ror.org/00g30e956', 'https://ror.org/00mw0tw28', 'https://ror.org/03jbf6q27', 'https://ror.org/01c3rrh15', 'https://ror.org/001skmk61', 'https://ror.org/04cvxnb49', 'https://ror.org/03e1yhr47', 'https://ror.org/02w6gr951', 'https://ror.org/05gqaka33', 'https://ror.org/012p63287', 'https://ror.org/017zhmm22', 'https://ror.org/02hh7en24', 'https://ror.org/034t30j35']"
2311.12656,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/057zh3y96', 'https://ror.org/044yd9t77', 'https://ror.org/02gh4kt33', 'https://ror.org/026vcq606', 'https://ror.org/036jqmy94', 'https://ror.org/02v6kpv12', 'https://ror.org/02yhj4v17', 'https://ror.org/00jjx8s55', 'https://ror.org/024mw5h28', 'https://ror.org/04gyf1771', 'https://ror.org/04t3en479', 'https://ror.org/02e16g702', 'https://ror.org/01an7q238', 'https://ror.org/04p491231', 'https://ror.org/00f7hpc57', 'https://ror.org/01swzsf04', 'https://ror.org/03a1kwz48', 'https://ror.org/029nkcm90']","['https://ror.org/034zgem50', 'https://ror.org/04pmn0e78', 'https://ror.org/027ynra39', 'https://ror.org/04z49n283', 'https://ror.org/04p491231', 'https://ror.org/00nzsxq20', 'https://ror.org/02e16g702', 'https://ror.org/04t3en479', 'https://ror.org/0171mag52', 'https://ror.org/048tbm396', 'https://ror.org/005ta0471', 'https://ror.org/02gh4kt33', 'https://ror.org/036jqmy94', 'https://ror.org/02yhj4v17', 'https://ror.org/02s2qpg90', 'https://ror.org/010pmpe69', 'https://ror.org/03r0ha626', 'https://ror.org/05b7rex33', 'https://ror.org/004raaa70', 'https://ror.org/04raf6v53', 'https://ror.org/026vcq606', 'https://ror.org/03a64bh57', 'https://ror.org/022abst40', 'https://ror.org/02epydz83', 'https://ror.org/03pp6gj92', 'https://ror.org/00453a208', 'https://ror.org/059b5pb30', 'https://ror.org/02p77k626', 'https://ror.org/04q0nep37', 'https://ror.org/057zh3y96', 'https://ror.org/044yd9t77', 'https://ror.org/0079jjr10', 'https://ror.org/04q78tk20', 'https://ror.org/024mw5h28', 'https://ror.org/039bjqg32', 'https://ror.org/03h7qq074', 'https://ror.org/046rm7j60', 'https://ror.org/04qxnmv42', 'https://ror.org/01sjwvz98', 'https://ror.org/03qafph14', 'https://ror.org/05jk51a88']"
2311.12656,https://ror.org/00jjx8s55,Commissariat à l’Énergie Atomique (CEA),False Negative (missed),"['https://ror.org/057zh3y96', 'https://ror.org/044yd9t77', 'https://ror.org/02gh4kt33', 'https://ror.org/026vcq606', 'https://ror.org/036jqmy94', 'https://ror.org/02v6kpv12', 'https://ror.org/02yhj4v17', 'https://ror.org/00jjx8s55', 'https://ror.org/024mw5h28', 'https://ror.org/04gyf1771', 'https://ror.org/04t3en479', 'https://ror.org/02e16g702', 'https://ror.org/01an7q238', 'https://ror.org/04p491231', 'https://ror.org/00f7hpc57', 'https://ror.org/01swzsf04', 'https://ror.org/03a1kwz48', 'https://ror.org/029nkcm90']","['https://ror.org/034zgem50', 'https://ror.org/04pmn0e78', 'https://ror.org/027ynra39', 'https://ror.org/04z49n283', 'https://ror.org/04p491231', 'https://ror.org/00nzsxq20', 'https://ror.org/02e16g702', 'https://ror.org/04t3en479', 'https://ror.org/0171mag52', 'https://ror.org/048tbm396', 'https://ror.org/005ta0471', 'https://ror.org/02gh4kt33', 'https://ror.org/036jqmy94', 'https://ror.org/02yhj4v17', 'https://ror.org/02s2qpg90', 'https://ror.org/010pmpe69', 'https://ror.org/03r0ha626', 'https://ror.org/05b7rex33', 'https://ror.org/004raaa70', 'https://ror.org/04raf6v53', 'https://ror.org/026vcq606', 'https://ror.org/03a64bh57', 'https://ror.org/022abst40', 'https://ror.org/02epydz83', 'https://ror.org/03pp6gj92', 'https://ror.org/00453a208', 'https://ror.org/059b5pb30', 'https://ror.org/02p77k626', 'https://ror.org/04q0nep37', 'https://ror.org/057zh3y96', 'https://ror.org/044yd9t77', 'https://ror.org/0079jjr10', 'https://ror.org/04q78tk20', 'https://ror.org/024mw5h28', 'https://ror.org/039bjqg32', 'https://ror.org/03h7qq074', 'https://ror.org/046rm7j60', 'https://ror.org/04qxnmv42', 'https://ror.org/01sjwvz98', 'https://ror.org/03qafph14', 'https://ror.org/05jk51a88']"
2311.14313,https://ror.org/00jc20583,University of Colorado,False Negative (missed),['https://ror.org/00jc20583'],"['https://ror.org/02hh7en24', 'https://ror.org/02ttsq026', 'https://ror.org/03mb6wj31']"
2311.14599,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),"['https://ror.org/03vek6s52', 'https://ror.org/03m2x1q45', 'https://ror.org/029nkcm90', 'https://ror.org/01pxwe438', 'https://ror.org/02rx3b187', 'https://ror.org/01an7q238', 'https://ror.org/03s65by71', 'https://ror.org/02grkyz14', 'https://ror.org/046rm7j60', 'https://ror.org/03v76x132', 'https://ror.org/02t274463', 'https://ror.org/047s2c258', 'https://ror.org/05bnh6r87', 'https://ror.org/02en5vm52', 'https://ror.org/01qtasp15', 'https://ror.org/0168r3w48']","['https://ror.org/04jr01610', 'https://ror.org/02dxgk712', 'https://ror.org/03efmqc40', 'https://ror.org/0171mag52', 'https://ror.org/01qtasp15', 'https://ror.org/041nk4h53', 'https://ror.org/029nkcm90', 'https://ror.org/03yghzc09', 'https://ror.org/03n4ayy20', 'https://ror.org/01h9x6t73', 'https://ror.org/01pxwe438', 'https://ror.org/01an7q238', 'https://ror.org/02grkyz14', 'https://ror.org/02h41sr05', 'https://ror.org/05ykr0121', 'https://ror.org/05h7xva58', 'https://ror.org/03m2x1q45', 'https://ror.org/04s5mat29', 'https://ror.org/0141j1w94', 'https://ror.org/03thb3e06', 'https://ror.org/03v76x132', 'https://ror.org/02t274463', 'https://ror.org/05bnh6r87', 'https://ror.org/047s2c258', 'https://ror.org/04mte1k06', 'https://ror.org/052rphn09', 'https://ror.org/0168r3w48', 'https://ror.org/03c3r2d17', 'https://ror.org/02rx3b187', 'https://ror.org/03s65by71', 'https://ror.org/00e73ws79', 'https://ror.org/00hpz7z43', 'https://ror.org/03tcppy59', 'https://ror.org/046rm7j60', 'https://ror.org/036f5mx38']"
2311.00088,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/04p491231', 'https://ror.org/01an7q238', 'https://ror.org/02jbv0t02']","['https://ror.org/01an7q238', 'https://ror.org/04p491231', 'https://ror.org/02jbv0t02', 'https://ror.org/041hz9568', 'https://ror.org/046rm7j60']"
2311.00919,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),['https://ror.org/05p8z3f47'],['https://ror.org/02dqehb95']
2311.18016,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/02y3ad647', 'https://ror.org/04dkp9463', 'https://ror.org/01v29qb04', 'https://ror.org/02s376052', 'https://ror.org/02gh4kt33', 'https://ror.org/03m2x1q45', 'https://ror.org/02gfc7t72', 'https://ror.org/04ka0vh05', 'https://ror.org/027bh9e22', 'https://ror.org/03r8z3t63', 'https://ror.org/05591te55']","['https://ror.org/01v29qb04', 'https://ror.org/03cmntr54', 'https://ror.org/03r8z3t63', 'https://ror.org/02y3ad647', 'https://ror.org/04ynn1b95', 'https://ror.org/04dkp9463', 'https://ror.org/051fd9666', 'https://ror.org/02s376052', 'https://ror.org/03m2x1q45', 'https://ror.org/01r9z8p25', 'https://ror.org/03d47z838', 'https://ror.org/01vhnrs90', 'https://ror.org/04ka0vh05', 'https://ror.org/04g2pxh42', 'https://ror.org/05290cv24', 'https://ror.org/04zfme737', 'https://ror.org/053pw6b94', 'https://ror.org/02fwden70', 'https://ror.org/027bh9e22', 'https://ror.org/036f5mx38', 'https://ror.org/046a9q865']"
2311.18016,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,False Negative (missed),"['https://ror.org/02y3ad647', 'https://ror.org/04dkp9463', 'https://ror.org/01v29qb04', 'https://ror.org/02s376052', 'https://ror.org/02gh4kt33', 'https://ror.org/03m2x1q45', 'https://ror.org/02gfc7t72', 'https://ror.org/04ka0vh05', 'https://ror.org/027bh9e22', 'https://ror.org/03r8z3t63', 'https://ror.org/05591te55']","['https://ror.org/01v29qb04', 'https://ror.org/03cmntr54', 'https://ror.org/03r8z3t63', 'https://ror.org/02y3ad647', 'https://ror.org/04ynn1b95', 'https://ror.org/04dkp9463', 'https://ror.org/051fd9666', 'https://ror.org/02s376052', 'https://ror.org/03m2x1q45', 'https://ror.org/01r9z8p25', 'https://ror.org/03d47z838', 'https://ror.org/01vhnrs90', 'https://ror.org/04ka0vh05', 'https://ror.org/04g2pxh42', 'https://ror.org/05290cv24', 'https://ror.org/04zfme737', 'https://ror.org/053pw6b94', 'https://ror.org/02fwden70', 'https://ror.org/027bh9e22', 'https://ror.org/036f5mx38', 'https://ror.org/046a9q865']"
2311.09386,https://ror.org/01yc7t268,Washington University in St. Louis,False Negative (missed),['https://ror.org/01yc7t268'],"['https://ror.org/040tqga17', 'https://ror.org/0395sep02', 'https://ror.org/00e73ws79']"
2311.18583,https://ror.org/000e0be47,Northwestern University,False Negative (missed),"['https://ror.org/01dq60k83', 'https://ror.org/000e0be47', 'https://ror.org/02s376052', 'https://ror.org/016xsfp80']","['https://ror.org/02s376052', 'https://ror.org/01tm6cn81', 'https://ror.org/016xsfp80', 'https://ror.org/01dq60k83', 'https://ror.org/00m6w7z96', 'https://ror.org/04hpd0e20']"
2311.03009,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/02kkvpp62', 'https://ror.org/0161xgx34', 'https://ror.org/02gfc7t72', 'https://ror.org/02gh4kt33']","['https://ror.org/02kkvpp62', 'https://ror.org/03n4ayy20', 'https://ror.org/05cvd4x54', 'https://ror.org/01mjdf856', 'https://ror.org/0161xgx34', 'https://ror.org/00yrf4e35', 'https://ror.org/01vhnrs90', 'https://ror.org/03re3pg25', 'https://ror.org/021018s57', 'https://ror.org/00240q980', 'https://ror.org/019tgvf94', 'https://ror.org/05c22rx21']"
2311.02073,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),"['https://ror.org/05p8z3f47', 'https://ror.org/00hj54h04', 'https://ror.org/05dk0ce17']","['https://ror.org/0504r6d12', 'https://ror.org/00g2fk805', 'https://ror.org/02dqehb95', 'https://ror.org/05h992307', 'https://ror.org/00e73ws79', 'https://ror.org/040tqga17', 'https://ror.org/00hj54h04', 'https://ror.org/05dk0ce17']"
2311.05308,https://ror.org/02gh4kt33,Italian Institute for Astrophysics (INAF),False Negative (missed),"['https://ror.org/05bqach95', 'https://ror.org/02gh4kt33', 'https://ror.org/02v6kpv12']","['https://ror.org/02p0p4q62', 'https://ror.org/05bxb3784', 'https://ror.org/047gc3g35', 'https://ror.org/01hfpy566', 'https://ror.org/04ynn1b95', 'https://ror.org/04t4pcw17', 'https://ror.org/03n4ayy20', 'https://ror.org/000qzf213', 'https://ror.org/05bqach95', 'https://ror.org/004raaa70', 'https://ror.org/003n8re58', 'https://ror.org/0554h7e84', 'https://ror.org/0040axw97', 'https://ror.org/04s5mat29', 'https://ror.org/059dkdx38', 'https://ror.org/01vhnrs90', 'https://ror.org/04h9pn542', 'https://ror.org/04g2pxh42', 'https://ror.org/03z8jm198', 'https://ror.org/00zdnkx70', 'https://ror.org/04vhk9f59', 'https://ror.org/034t30j35', 'https://ror.org/055n47h92', 'https://ror.org/0141xw169', 'https://ror.org/046a9q865', 'https://ror.org/052rrw050']"
2311.01363,https://ror.org/0566a8c54,University of North Carolina,False Negative (missed),"['https://ror.org/03dbr7087', 'https://ror.org/0566a8c54', 'https://ror.org/02smfhw86']","['https://ror.org/03dbr7087', 'https://ror.org/05h992307', 'https://ror.org/03anc3s24', 'https://ror.org/05dxps055', 'https://ror.org/046ak2485', 'https://ror.org/04tj63d06', 'https://ror.org/02smfhw86', 'https://ror.org/010wkqn50', 'https://ror.org/01b44s469', 'https://ror.org/01sdtdd95', 'https://ror.org/05a28rw58']"
2311.00227,https://ror.org/05p8z3f47,Purdue University,False Negative (missed),['https://ror.org/05p8z3f47'],"['https://ror.org/01hpqfn25', 'https://ror.org/00qajw440', 'https://ror.org/05apxxy63', 'https://ror.org/02dqehb95', 'https://ror.org/00e73ws79']"
2311.10232,https://ror.org/02en5vm52,UPMC (Universite Pierre and Marie Curie),False Negative (missed),"['https://ror.org/03vek6s52', 'https://ror.org/042nb2s44', 'https://ror.org/02v6kpv12', 'https://ror.org/03nawhv43', 'https://ror.org/02rx3b187', 'https://ror.org/04p491231', 'https://ror.org/0161xgx34', 'https://ror.org/03s65by71', 'https://ror.org/05dxps055', 'https://ror.org/02jqj7156', 'https://ror.org/04sjbnx57', 'https://ror.org/00hj54h04', 'https://ror.org/052gg0110', 'https://ror.org/02en5vm52', 'https://ror.org/00za53h95', 'https://ror.org/00hx57361', 'https://ror.org/029nkcm90']","['https://ror.org/0161xgx34', 'https://ror.org/04p491231', 'https://ror.org/05dxps055', 'https://ror.org/02dxgk712', 'https://ror.org/02aqv1x10', 'https://ror.org/0171mag52', 'https://ror.org/03yghzc09', 'https://ror.org/03n4ayy20', 'https://ror.org/03nawhv43', 'https://ror.org/04sjbnx57', 'https://ror.org/00hj54h04', 'https://ror.org/052gg0110', 'https://ror.org/03thb3e06', 'https://ror.org/047s2c258', 'https://ror.org/027k65916', 'https://ror.org/022bnxw24', 'https://ror.org/024mw5h28', 'https://ror.org/03s65by71', 'https://ror.org/00e73ws79', 'https://ror.org/00za53h95', 'https://ror.org/00hx57361']"
2311.06401,https://ror.org/01yc7t268,Washington University in St. Louis,False Negative (missed),['https://ror.org/01yc7t268'],"['https://ror.org/04hxzf837', 'https://ror.org/02grspc61', 'https://ror.org/0395sep02', 'https://ror.org/05183v471']"
2311.09638,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),"['https://ror.org/01an7q238', 'https://ror.org/02jbv0t02']","['https://ror.org/046rm7j60', 'https://ror.org/01an7q238', 'https://ror.org/02jbv0t02']"
2311.04862,https://ror.org/046rm7j60,"University of California, Los Angeles",False Positive (wrongly predicted),['https://ror.org/03s65by71'],"['https://ror.org/046rm7j60', 'https://ror.org/03n4ayy20', 'https://ror.org/01wspgy28', 'https://ror.org/03s65by71']"
